Empresa;Origem do Grão;Região de Origem do Grão;REF;Data de Revisão;Percentual de Cacau;Localização da Empresa;Avaliação;Tipo de Grão
Pacari;Los Rios;Ecuador;224;2008;72%;Ecuador;3;Forastero (Arriba)
Pacari;Raw;Ecuador;266;2008;100%;Ecuador;2;Forastero (Arriba)
Pacari;Raw;Ecuador;266;2008;70%;Ecuador;3.5;Forastero (Arriba)
Palette de Bine;Lachua;Guatemala;1720;2016;70%;Canada;2.75;
Palette de Bine;Maya Mtn;Belize;1720;2016;72%;Canada;3;Trinitario
Palette de Bine;Silvestre, La Paz, Beni;Bolivia;1570;2015;70%;Canada;3.25;
Palette de Bine;San Juan Estate, Gran Couva;Trinidad;1570;2015;70%;Canada;3.25;Trinitario
Palette de Bine;Kokoa Kamili;Tanzania;1574;2015;72%;Canada;3.5;
Palette de Bine;Lam Dong;Vietnam;1574;2015;72%;Canada;3.75;Trinitario
Palette de Bine;Alto Beni, Palos Blancos;Bolivia;1239;2014;72%;Canada;2.75;
Palette de Bine;Sambirano;Madagascar;1239;2014;78%;Canada;3.75;Trinitario
Palette de Bine;Camino Verde P., Balao, Guayas;Ecuador;1303;2014;75%;Canada;2.75;
Palette de Bine;Duo- Gran Couva & Camino Verde;Trinidad, Ecuador;1399;2014;75%;Canada;3.5;Blend
Palette de Bine;Gran Couva;Trinidad;1399;2014;70%;Canada;3.75;Trinitario
Pangea;Matasawalevu;Fiji;1860;2016;76%;Spain;3;
Park 75;South America;South America;1363;2014;65%;U.S.A.;3.5;
Parliament;Kilombero Valley;Tanzania;1856;2016;70%;U.S.A.;3.25;
Parliament;Lachua, Q'egchi families;Guatemala;1542;2015;70%;U.S.A.;3.5;
Parliament;Alto Beni;Bolivia;1251;2014;70%;U.S.A.;3;
Parliament;Oko Caribe;Dominican Republic;1255;2014;70%;U.S.A.;3.5;
Pascha;Peru;Peru;1137;2013;55%;Peru;2.5;
Pascha;Peru;Peru;1137;2013;70%;Peru;2.75;
Patric;Signature Blend;;636;2011;70%;U.S.A.;3.75;Blend
Patric;Madagascar;Madagascar;331;2009;75%;U.S.A.;4;Trinitario
Patric;Madagascar;Madagascar;439;2009;67%;U.S.A.;3.5;Trinitario
Patric;Rio Caribe, Paria Penninsula;Venezuela;439;2009;70%;U.S.A.;3.5;Trinitario
Patric;Madagascar;Madagascar;196;2007;70%;U.S.A.;4;Trinitario
Patric;Piura, Choc. Garage Exclusive;Peru;1034;2013;67%;U.S.A.;4;
Paul Young;Madagascar, w/ shell;Madagascar;1271;2014;73%;U.K.;2.25;Trinitario
Paul Young;Madagascar, w/ shell;Madagascar;1271;2014;64%;U.K.;2.75;Trinitario
Peppalo;Dominican Republic;Dominican Republic;1454;2015;82%;U.S.A.;3;
Pierre Marcolini;Haut Penja, w/ nibs;Cameroon;1658;2015;70%;Belgium;3.25;Forastero
Pierre Marcolini;Chuao;Venezuela;478;2010;75%;Belgium;3;Criollo
Pierre Marcolini;Trinite;Trinidad;478;2010;75%;Belgium;3.25;Trinitario
Pierre Marcolini;Baracoa, Cuba;Cuba;516;2010;78%;Belgium;3.75;Criollo, Forastero
Pierre Marcolini;Peru, Las Pampas P.;Peru;531;2010;85%;Belgium;3;Criollo
Pierre Marcolini;Bahia Brazil, Fazenda Sao Pedro;Brazil;414;2009;72%;Belgium;3;Forastero
Pierre Marcolini;Porcelana, Tabasco, Finca La Joya;Mexico;445;2009;72%;Belgium;3;Criollo
Pierre Marcolini;Cabosse;Venezuela, Java;111;2007;70%;Belgium;4;Blend
Pierre Marcolini;Los Rios, Puerto Romero, Equateur;Ecuador;129;2007;72%;Belgium;3.75;Forastero (Nacional)
Pierre Marcolini;Sambirano, Ambanja, Madagascar;Madagascar;141;2007;72%;Belgium;4;Trinitario
Pierre Marcolini;Fleur de Cacao;Venezuela/ Ghana;166;2007;85%;Belgium;3.5;Blend
Pierre Marcolini;Porcelana, Tabasco, Limited Ed.;Mexico;81;2006;72%;Belgium;4;Criollo
Pierre Marcolini;Kendem Lembu, Java;Indonesia;93;2006;72%;Belgium;3;Criollo
Pierre Marcolini;Ocumare, Puerto Cabello, Venezuela;Venezuela;93;2006;72%;Belgium;4;Criollo
Pinellas;Wampusirpi Region;Honduras;1772;2016;80%;U.S.A.;2.5;
Pitch Dark;Tenor;Nicaragua;1506;2015;62%;U.S.A.;2.5;
Pitch Dark;Johe;Nicaragua;1506;2015;80%;U.S.A.;2.75;
Pitch Dark;Chuno;Nicaragua;1510;2015;80%;U.S.A.;2.75;Criollo, Trinitario
Pitch Dark;Nicalizo;Nicaragua;1510;2015;80%;U.S.A.;2.75;Trinitario
Pitch Dark;Rugoso;Nicaragua;1510;2015;80%;U.S.A.;3.25;
Pitch Dark;Akesson Estate;Madagascar;1311;2014;73%;U.S.A.;3.25;Trinitario
Pitch Dark;Namau Village;Fiji;1315;2014;73%;U.S.A.;2.5;Trinitario
Pitch Dark;"Camino Verde P., Balao, Guayas, ""Fruity""";Ecuador;1319;2014;73%;U.S.A.;3.25;
Pitch Dark;"Camino Verde P., Balao, Guayas, ""Floral""";Ecuador;1319;2014;73%;U.S.A.;3.5;
Pomm (aka Dead Dog);La Red, 2011;Dominican Republic;829;2012;76%;U.S.A.;2.5;
Pomm (aka Dead Dog);Peru;Peru;829;2012;82%;U.S.A.;2.75;Criollo
Potomac;Oko Caribe, Duarte Province, 2016 H.;Domincan Republic;1820;2016;70%;U.S.A.;3.75;
Potomac;Cuyagua, 2013;Venezuela;1387;2014;70%;U.S.A.;3.75;
Potomac;Upala w/ nibs;Costa Rica;647;2011;70%;U.S.A.;3.5;Matina
Potomac;Upala, Batch 18;Costa Rica;654;2011;70%;U.S.A.;3;Matina
Potomac;San Martin, Amazonian Highlands;Peru;789;2011;70%;U.S.A.;2.75;
Potomac;Bahia;Brazil;789;2011;70%;U.S.A.;3.5;
Potomac;Upala, Batch 12;Costa Rica;607;2010;82%;U.S.A.;3.75;Matina
Pralus;Peru;Peru;1446;2015;75%;France;3.25;
Pralus;Porcelana, S. of Lake Maracaibo;Venezuela;717;2011;75%;France;3.25;Criollo (Porcelana)
Pralus;Chuao;Venezuela;486;2010;75%;France;3.5;Trinitario
Pralus;Cuyagua;Venezuela;451;2009;75%;France;2;
Pralus;Papouasie;Papua New Guinea;199;2008;75%;France;3;Trinitario
Pralus;Sambirano Valley, Le 100%;Madagascar;202;2008;100%;France;3;Criollo
Pralus;Dominican Republic-Organic;Dominican Republic;280;2008;75%;France;2;
Pralus;Monte Alegre, Diego Badero;Brazil;280;2008;75%;France;3.5;
Pralus;Claudio Corallo w/ nibs;Sao Tome;162;2007;75%;France;4;Forastero
Pralus;Monte Alegre (Itacare), Brazil;Brazil;105;2006;75%;France;3;Forastero
Pralus;Tanzania;Tanzania;105;2006;75%;France;3.5;Criollo
Pralus;Sao Tome & Principe;Sao Tome & Principe;5;2006;75%;France;3.5;Forastero
Pralus;Trinidad;Trinidad;5;2006;75%;France;3.5;Trinitario
Pralus;Madagascar, Nosy Be Isle.;Madagascar;5;2006;75%;France;3.75;Criollo
Pralus;Java, Indonesie;Indonesia;32;2006;75%;France;3.5;Criollo
Pralus;Barlovento, Venezuela;Venezuela;32;2006;75%;France;3.5;Trinitario
Pralus;Jamaique;Jamaica;32;2006;75%;France;4;Trinitario
Pralus;Equateur;Ecuador;40;2006;75%;France;3;Trinitario
Pralus;Vanuatu;Vanuatu;40;2006;75%;France;3;Trinitario
Pralus;Ghana;Ghana;40;2006;75%;France;3.25;Forastero
Pralus;Colombie;Colombia;40;2006;75%;France;3.5;Trinitario
Pralus;Fortissima;Ecuador;93;2006;80%;France;4;Criollo, Trinitario
Pralus;Cuba;Cuba;99;2006;75%;France;3;Trinitario
Pralus;Caracas, Venezuela and Ghana;Venezuela, Ghana;99;2006;75%;France;3;Trinitario, Forastero
Pralus;Djakarta, Java and Ghana;Indonesia, Ghana;99;2006;75%;France;3.5;Criollo, Forastero
Pump Street Bakery;Chocoan Rainforest, Teroro Escondido, ESM;Ecuador;1872;2016;77%;U.K.;3.5;
Pump Street Bakery;Crayfish Bay Estate, 2014;Grenada;1502;2015;70%;U.K.;3.5;Trinitario
Pump Street Bakery;Akesson's, batch 4411;Madagascar;1530;2015;74%;U.K.;3.5;Criollo
Pump Street Bakery;Honduras;Honduras;1688;2015;80%;U.K.;2.75;
Pump Street Bakery;Patanemo Vil., Carabobo State, Tisano family;Venezuela;1223;2014;75%;U.K.;2.75;Trinitario
Pump Street Bakery;Guantupi River;Ecuador;1223;2014;75%;U.K.;3;Forastero (Nacional)
Pump Street Bakery;Akessons Estate, Sambirano, Ambanja;Madagascar;1223;2014;72%;U.K.;3.25;Trinitario
Pump Street Bakery;Guantupi River;Ecuador;1227;2014;85%;U.K.;2.75;Forastero (Nacional)
Pura Delizia;Venezuela;Venezuela;931;2012;73%;Italy;2.75;
Q Chocolate;Brazil;Brazil;1057;2013;75%;Brazil;3.25;
Q Chocolate;Brazil;Brazil;1057;2013;85%;Brazil;3.5;
Q Chocolate;Brazil;Brazil;1069;2013;55%;Brazil;2.75;
Q Chocolate;Brazil;Brazil;1069;2013;80%;Brazil;3.25;
Q Chocolate;Brazil;Brazil;935;2012;60%;Brazil;3;
Q Chocolate;Brazil;Brazil;935;2012;65%;Brazil;3.25;
Quetzalli (Wolter);Mexico, Lot 28022016;Mexico;1796;2016;70%;Mexico;2.75;Criollo
Quetzalli (Wolter);Uranga, Lot 22032016;Mexico;1800;2016;74%;Mexico;3;Trinitario
Raaka;Amazon Basin Blend;Peru(SMartin,Pangoa,nacional);1788;2016;70%;U.S.A.;3;
Raaka;Virunga;Congo;1708;2015;75%;U.S.A.;2.75;Forastero
Raaka;Madagascar;Madagascar;959;2012;75%;U.S.A.;3.25;Trinitario
Raaka;La Red;Dominican Republic;785;2011;85%;U.S.A.;3.5;
Rain Republic;Suchitepequez E.;Guatemala;470;2010;70%;Guatemala;2.75;
Rancho San Jacinto;Ecuador;Ecuador;565;2010;75%;Eucador;3;Forastero(Arriba, CCN)
Ranger;San Martin, Batch 2;Peru;1558;2015;70%;U.S.A.;2.5;
Ranger;Chulucanas, Batch 1;Peru;1562;2015;80%;U.S.A.;3.25;
Ranger;Tumbes, Batch 2;Peru;1562;2015;73%;U.S.A.;3.5;Criollo
Raoul Boulanger;Piura;Peru;1872;2016;75%;France;3.25;Criollo
Raw Cocoa;Raw;;867;2012;70%;Poland;2.5;Criollo
Republica del Cacao (aka Confecta);Esmeraldas;Ecuador;494;2010;75%;Ecuador;3.25;
Republica del Cacao (aka Confecta);Los Rios, Vinces;Ecuador;439;2009;75%;Ecuador;2.5;Forastero (Arriba)
Republica del Cacao (aka Confecta);Manabi;Ecuador;147;2007;75%;Ecuador;3;Forastero (Arriba)
Republica del Cacao (aka Confecta);El Oro;Ecuador;147;2007;67%;Ecuador;3.5;Forastero (Arriba)
Republica del Cacao (aka Confecta);Los Rios;Ecuador;170;2007;75%;Ecuador;3.75;Forastero (Arriba)
Ritual;Camino Verde P., Balao, 2015 harvest, batch8;Ecuador;1860;2016;75%;U.S.A.;3.75;
Ritual;Camino Verde P., Balao, Guayas, 2014;Ecuador;1466;2015;85%;U.S.A.;3.5;
Ritual;Mid Mountain, 2014;;1466;2015;70%;U.S.A.;3.5;Blend
Ritual;Toledo District, Maya;Belize;1089;2013;75%;U.S.A.;3.75;Trinitario
Ritual;Maranon, Cajamarca;Peru;1181;2013;75%;U.S.A.;3;Forastero (Nacional)
Ritual;Sambirano;Madagascar;891;2012;75%;U.S.A.;4;Trinitario
Ritual;Camino Verde P., 2012, Balao, Guayas;Ecuador;967;2012;75%;U.S.A.;3.25;Nacional (Arriba)
Ritual;Gran Couva;Trinidad;979;2012;75%;U.S.A.;3.5;Trinitario
Ritual;Costa Rica;Costa Rica;745;2011;75%;U.S.A.;3.5;
Roasting Masters;La Dorado, light roast;Costa Rica;1844;2016;70%;South Korea;3.25;
Roasting Masters;Tapanti, light roast;Costa Rica;1844;2016;70%;South Korea;3.25;
Roasting Masters;Maleku;Costa Rica;1844;2016;70%;South Korea;3.25;
Robert (aka Chocolaterie Robert);Madagascar;Madagascar;1061;2013;75%;Madagascar;3.25;Trinitario
Robert (aka Chocolaterie Robert);Madagascar w/ nibs;Madagascar;1061;2013;68%;Madagascar;3.25;Trinitario
Rococo (Grenada Chocolate Co.);Gru Grococo, St. Andrews;Grenada;923;2012;66%;U.K.;3.5;Trinitario
Rogue;La Masica, Batch 1, FHIA Research Center;Honduras;1748;2016;75%;U.S.A.;3.75;
Rogue;Caranero, Choc. Garage Exclusive;Venezuela;1446;2015;70%;U.S.A.;3.75;
Rogue;Tranquilidad, Batch 1;Bolivia;1566;2015;75%;U.S.A.;3.25;
Rogue;Porcelana;Venezuela;1209;2014;80%;U.S.A.;3.75;Criollo
Rogue;Akessons Estate, Sambirano, 2013;Madagascar;1038;2013;70%;U.S.A.;3.5;Trinitario
Rogue;Hispaniola, 2013;Dominican Republic;1081;2013;70%;U.S.A.;3.5;
Rogue;Silvestre, Batch 7, 2013;Bolivia;1081;2013;75%;U.S.A.;4;
Rogue;Bachelor's Hall E., St. Thomas Parish;Jamaica;1193;2013;75%;U.S.A.;3.75;Trinitario
Rogue;Camino Verde P., Balao, Guayas;Ecuador;979;2012;75%;U.S.A.;3.75;Nacional (Arriba)
Rogue;Silvestre, Batch 1, 2011;Bolivia;793;2011;75%;U.S.A.;3;Criollo
Rogue;Piura;Peru;565;2010;75%;U.S.A.;3.75;
Rogue;Rio Caribe;Venezuela;327;2009;70%;U.S.A.;3.5;Trinitario
Rogue;Hispaniola, 2008;Dominican Republic;213;2008;70%;U.S.A.;2.75;
Rogue;Jamaica;Jamaica;213;2008;70%;U.S.A.;2.75;Trinitario
Rogue;Sambirano, 2008;Madagascar;213;2008;70%;U.S.A.;2.75;Trinitario
Rogue;Trinidad;Trinidad;213;2008;70%;U.S.A.;3;Trinitario
Rozsavolgyi;Sur del Lago;Venezuela;809;2012;84%;Hungary;2.5;
Rozsavolgyi;Rio Caribe Superior, Paria Penninsula;Venezuela;871;2012;76%;Hungary;2.25;Trinitario
Rozsavolgyi;Sambirano, Akesson Estate;Madagascar;871;2012;72%;Hungary;2.5;Trinitario
Rozsavolgyi;Carenero Superior;Venezuela;713;2011;73%;Hungary;3.5;Criollo
Rozsavolgyi;Porcelana;Venezuela;717;2011;71%;Hungary;2.5;
Rozsavolgyi;Aragua, Trincheras;Venezuela;717;2011;70%;Hungary;3.5;
Rozsavolgyi;Principe;Principe;765;2011;77%;Hungary;2.75;Forastero
S.A.I.D.;Malgascio;Madagascar;607;2010;64%;Italy;3.5;Trinitario
S.A.I.D.;100 percent;;615;2010;100%;Italy;1.5;
S.A.I.D.;Samana;Dominican Republic;615;2010;70%;Italy;3;
S.A.I.D.;Arawak;Carribean;615;2010;72%;Italy;3.5;
S.A.I.D.;Latino;;615;2010;72%;Italy;3.5;
Sacred;Midnight;Central and S. America;813;2012;83%;U.S.A.;2.75;
Sacred;Twilight;Central and S. America;813;2012;69%;U.S.A.;3.25;
Salgado;Bahia Superior;Brazil;288;2008;70%;Argentina;3.5;Forastero
Salgado;Esmeraldas;Ecuador;288;2008;70%;Argentina;3.5;Forastero (Nacional)
Salgado;Carenero Superior;Venezuela;288;2008;70%;Argentina;3.5;Trinitario
Salgado;Rio Arriba;Ecuador;292;2008;70%;Argentina;3.5;Forastero (Arriba) ASSS
Santander (Compania Nacional);Colombian 2008;Colombia;404;2009;75%;Colombia;2.75;Forastero (Nacional)
Santander (Compania Nacional);Colombian w/ nibs;Colombia;414;2009;70%;Colombia;3;Forastero (Nacional)
Santander (Compania Nacional);Colombian Semi Dark;Colombia;32;2006;53%;Colombia;2;Forastero (Nacional)
Santander (Compania Nacional);Colombian;Colombia;32;2006;65%;Colombia;3;Forastero (Nacional)
Santander (Compania Nacional);Colombian Dark;Colombia;32;2006;70%;Colombia;4;Forastero (Nacional)
Santome;Sao Tome;Sao Tome;761;2011;70%;France;2.75;Forastero
Scharffen Berger;San Juan de Cheni;Peru;959;2012;78%;U.S.A.;4;
Scharffen Berger;Markham Valley;Papua New Guinea;781;2011;68%;U.S.A.;3.75;
Scharffen Berger;Camahogne;Grenada;464;2010;68%;U.S.A.;3.5;Trinitario
Scharffen Berger;Amina;Madagascar;464;2010;65%;U.S.A.;3.75;Trinitario, Criollo
Scharffen Berger;Tome Acu;Brazil;336;2009;68%;U.S.A.;3.75;
Scharffen Berger;Asante;Ghana;336;2009;65%;U.S.A.;4;Forastero
Scharffen Berger;Ben Tre;Vietnam;445;2009;72%;U.S.A.;3.75;Trinitario
Scharffen Berger;Finisterra;Ven., Trinidad, Mad.;227;2008;72%;U.S.A.;3;Blend
Scharffen Berger;Las Islas;Carribean(DR/Jam/Tri);117;2007;72%;U.S.A.;3;Blend
Scharffen Berger;Nibby;;135;2007;62%;U.S.A.;3;
Scharffen Berger;Cuyagua;Venezuela;135;2007;75%;U.S.A.;3.75;
Scharffen Berger;Antilles (Trin/Gren/DR/Ven);Carribean;188;2007;75%;U.S.A.;3;Blend
Scharffen Berger;Extra Dark;;15;2006;82%;U.S.A.;2;
Scharffen Berger;Bittersweet;;15;2006;70%;U.S.A.;3.5;Blend
Scharffen Berger;Kumasi Sambirano;Ghana & Madagascar;40;2006;68%;U.S.A.;2;Blend
Scharffen Berger;Jamaica a l'ancienne;Jamaica;56;2006;70%;U.S.A.;2;Trinitario
Scharffen Berger;Semisweet;;56;2006;62%;U.S.A.;3;Blend
Seaforth;Dominican Republic;Domincan Republic;1658;2015;70%;U.K.;2.75;
Seaforth;Grenada;Grenada;1658;2015;70%;U.K.;2.75;
Shark Mountain;Jamaica;Jamaica;1450;2015;72%;U.S.A.;3.25;Trinitario
Shark Mountain;Papua New Guinea;Papua New Guinea;1450;2015;73%;U.S.A.;3.5;Forastero
Shark Mountain;Cuyagua;Venezuela;1466;2015;77%;U.S.A.;2.75;Criollo
Shark Mountain;ROIG;Dominican Republic;1466;2015;74%;U.S.A.;3.5;Criollo, Trinitario
Shark Mountain;Ecuador;Ecuador;1335;2014;75%;U.S.A.;3;Trinitario
Shark Mountain;Belize, 2013;Belize;1335;2014;72%;U.S.A.;3.25;Criollo, Trinitario
Shark's;Hilo;Hawaii;713;2011;73%;U.S.A.;2;
Shark's;Hilo, w/ added cocoa butter;Hawaii;721;2011;73%;U.S.A.;2.5;
Shattel;Tingo Maria;Peru;1884;2016;70%;Peru;3.25;
Shattell;Porcelana;Peru;757;2011;75%;Peru;3.5;Criollo
Sibu;Oro;Costa Rica;1586;2015;82%;Costa Rica;3.25;
Sibu;Oscuro;Costa Rica;1586;2015;70%;Costa Rica;3.5;
Sibu Sura;Peru;Peru;911;2012;70%;U.S.A.;2.5;
Silvio Bessone;Maya Belize;Belize;717;2011;67%;Italy;3;Criollo
Silvio Bessone;Trintade, Sao Tome;Sao Tome;725;2011;65%;Italy;3.25;Forastero
Silvio Bessone;Bahia, Scavina;Brazil;729;2011;60%;Italy;3.25;Trinitario
Silvio Bessone;Porcelana, Colombia, Amazonas;Colombia;741;2011;68%;Italy;3;Criollo, Trinitario
Sirene;Wild Bolivia;Bolivia;1788;2016;73%;Canada;3.5;
Sirene;Kokoa Kamili Coop;Tanzania;1856;2016;73%;Canada;3.5;
Sirene;Esmeraldas, Salazar Farm;Ecuador;1860;2016;73%;Canada;3.75;
Sirene;Somia Plantation, 2012;Madagascar;1502;2015;100%;Canada;3;Trinitario
Sirene;Camino Verde P., Balao, Guayas, 2012;Ecuador;1506;2015;100%;Canada;3;
Sirene;Lachua w/ cane sugar;Guatemala;1614;2015;73%;Canada;3;
Sirene;Lachua w/ maple sugar, batch 5;Guatemala;1614;2015;73%;Canada;3.25;
Sirene;Pisa;Haiti;1650;2015;73%;Canada;3.25;
Sirene;Somia Plantation, 2012;Madagascar;1339;2014;67%;Canada;3.75;Trinitario
Sirene;Somia Plantation, 2012;Madagascar;1339;2014;73%;Canada;3.75;Trinitario
Sirene;Camino Verde P., Balao, Guayas;Ecuador;1343;2014;73%;Canada;3.75;
Sjolinds;Ghana;Ghana;1454;2015;70%;U.S.A.;2.75;Forastero
Sjolinds;Nicaragua;Nicaragua;1462;2015;72%;U.S.A.;3;
Smooth Chocolator; The;;Oko Caribe, DOR005;1940;2017;70%;Australia;3.5
Smooth Chocolator; The;Criollo;Guasare, La Sierra de Perija, batch gua001;1740;2016;70%;Australia;3.75
Smooth Chocolator; The;Criollo;Porcelana, Sorotaima,Machiques,batch pcl001;1740;2016;70%;Australia;4
Smooth Chocolator; The;;Maya Mtn, Moho R., Toledo D.;1756;2016;70%;Australia;3.75
Smooth Chocolator; The;Trinitario;Tien Giang;1864;2016;70%;Australia;3
Smooth Chocolator; The;;Australia;1864;2016;67%;Australia;3.75
Smooth Chocolator; The;;Chimelb, Lanquin, Alta Verapaz, b-GUA001;1908;2016;70%;Australia;3.25
Smooth Chocolator; The;Trinitario;Akesson's Estate;1618;2015;65%;Australia;3.25
Smooth Chocolator; The;Trinitario;Akesson's Estate;1622;2015;70%;Australia;3.5
Smooth Chocolator; The;;Kokoa Kamili;1622;2015;67%;Australia;3.75
Smooth Chocolator; The;Trinitario;San Juan Estate;1622;2015;70%;Australia;3.75
Smooth Chocolator; The;;Camino Verde;1622;2015;72%;Australia;4
Smooth Chocolator; The;;Bolivia;1626;2015;72%;Australia;2.75
Smooth Chocolator; The;;Papua New Guinea, triple roast, batch 1;1662;2015;65%;Australia;3.5
Smooth Chocolator; The;Forastero (Nacional);Maranon, batch 2;1666;2015;67%;Australia;3
Smooth Chocolator; The;Trinitario;Chuao, batch 3;1666;2015;70%;Australia;3.75
Snake & Butterfly;Ghana;Ghana;693;2011;67%;U.S.A.;1.5;Forastero
Snake & Butterfly;Madagascar;Madagascar;502;2010;68%;U.S.A.;3;Trinitario
Snake & Butterfly;Ecuador;Ecuador;502;2010;68%;U.S.A.;3.25;
Sol Cacao;Ecuador, Batch 1;Ecuador;1812;2016;70%;U.S.A.;3.5;
Sol Cacao;Madagascar;Madagascar;1518;2015;72%;U.S.A.;3;Trinitario
Solkiki;Maranon, Fortunato No. 4;Peru;1840;2016;68%;U.K.;2.75;Forastero (Nacional)
Solkiki;Castillo, Hispaniola, unroasted;Domincan Republic;1840;2016;85%;U.K.;2.75;
Solomons Gold;Solomon Island;Solomon Islands;1792;2016;70%;New Zealand;3.25;
Solomons Gold;Solomon Island w/ nibs;Solomon Islands;1796;2016;75%;New Zealand;3.25;
Solstice;Bundibugyo;Uganda;1335;2014;70%;U.S.A.;3;Forastero, Trinitario
Solstice;Sambirano;Madagascar;1157;2013;70%;U.S.A.;3;Trinitario
Solstice;Amazonas;Venezuela;1157;2013;70%;U.S.A.;3;
Solstice;Bolivia;Bolivia;1161;2013;70%;U.S.A.;3.25;
Solstice;San Martin;Peru;1161;2013;70%;U.S.A.;3.25;
Solstice;Wasatch;;1161;2013;70%;U.S.A.;3.5;Blend
Soma;Oko Caribe, Duarte P., Collab w Chocosol;Domincan Republic;1820;2016;62%;Canada;3.5;
Soma;Sambirano Valley, Black Science, B-60307.0;Madagascar;1820;2016;70%;Canada;3.5;Trinitario
Soma;Bahia Black, batch bra50722.1;Brazil;1828;2016;70%;Canada;3.5;Forastero (Parazinho)
Soma;Abstract S. w/ Jamaica nibs,batch abs60323.0;Ven.,Ecu.,Peru,Nic.;1828;2016;75%;Canada;3.75;
Soma;Chuno, San Jose de Bocay, Pantasma R.,B.S.;Nicaragua;1828;2016;70%;Canada;3.75;Trinitario
Soma;Tien Giang, Black S., batch VIT60420.0;Vietnam;1828;2016;70%;Canada;4;Trinitario
Soma;Camino Verde, Black S., batch cvu6030.0;Ecuador;1832;2016;70%;Canada;3.25;
Soma;CSB Chama;Venezuela;1594;2015;70%;Canada;3.5;Criollo
Soma;Porcelana;Venezuela;1594;2015;75%;Canada;4;
Soma;La Tronca, Matagalpa;Nicaragua;1227;2014;70%;Canada;3.5;
Soma;Maranon Canyon;Peru;1259;2014;70%;Canada;3.75;Forastero (Nacional)
Soma;La Dalia;Nicaragua;1307;2014;70%;Canada;3.25;Trinitario
Soma;Camino Verde P., Balao, Guayas;Ecuador;1307;2014;80%;Canada;3.5;Forastero (Nacional)
Soma;Espiritu Santo, 'Smoke Monster';Vanuatu;1307;2014;70%;Canada;3.75;Forastero (Amelonado)
Soma;Little Big Man;Madagascar & Ecuador;1339;2014;70%;Canada;3.25;Blend
Soma;Rizek Cacao, Domin. Rep.;Dominican Republic;1019;2013;77%;Canada;3.75;Trinitario
Soma;Java;Indonesia;1030;2013;70%;Canada;3.25;Criollo
Soma;Apurimac, El Quinacho Co-op;Peru;1073;2013;70%;Canada;2.75;Criollo
Soma;Sangre Grande P., Trinidad;Trinidad;1073;2013;70%;Canada;3.75;Trinitario
Soma;Chef's Blend;;1077;2013;70%;Canada;3.25;
Soma;Patanemo;Venezuela;1077;2013;70%;Canada;3.75;Criollo
Soma;Crazy 88;Guat., D.R., Peru, Mad., PNG;1077;2013;88%;Canada;4;
Soma;Maracaibo, El Vigia;Venezuela;1077;2013;70%;Canada;4;Criollo
Soma;Equator;Peru, Dom. Rep;1081;2013;67%;Canada;4;
Soma;Orinoco;Venezuela;1173;2013;70%;Canada;3.25;Forastero
Soma;Bachelor's Hall E., St. Thomas Parish;Jamaica;1177;2013;70%;Canada;4;Trinitario
Soma;Noula Coop;Haiti;817;2012;70%;Canada;3.25;
Soma;O'ahu;Hawaii;833;2012;70%;Canada;3.75;
Soma;Dual Origins, Sambirano, Elvesia;Dom. Rep., Madagascar;867;2012;70%;Canada;4;Blend
Soma;Dancing in Your Head, 5 bean blend;Gre., PNG, Haw., Haiti, Mad;867;2012;70%;Canada;4;Blend
Soma;Cahabon Region;Guatemala;951;2012;70%;Canada;3.5;Trinitario
Soma;Carenero Superior;Venezuela;951;2012;70%;Canada;3.75;Trinitario
Soma;Eastern Promises;Mad., Java, PNG;967;2012;70%;Canada;3.5;Blend
Soma;Papua New Guinea;Papua New Guinea;983;2012;85%;Canada;3.5;Trinitario
Soma;Grenada, Black Science;Grenada;676;2011;70%;Canada;2.75;Trinitario
Soma;Alto Beni, Wild Bolivian;Bolivia;676;2011;70%;Canada;3.5;Nacional
Soma;Peruvian;Peru;676;2011;64%;Canada;4;
Soma;Three Amigos(Chuao, Wild Bolivia, D.R.);Ven, Bolivia, D.R.;676;2011;70%;Canada;4;
Soma;Elvesia P., Black Science;Dominican Republic;682;2011;70%;Canada;3.75;Forastero
Soma;Chuao;Venezuela;688;2011;70%;Canada;3.5;Criollo
Soma;Black Science Blend 1;DR, Ecuador, Peru;607;2010;70%;Canada;3.75;Trinitario, Nacional
Soma;Hispaniola;Dominican Republic;377;2009;70%;Canada;3;Forastero
Soma;Africa;Ghana;377;2009;70%;Canada;3.5;Forastero
Soma;Conacado;Dominican Republic;387;2009;70%;Canada;3;Trinitario
Soma;Papua New Guinea;Papua New Guinea;387;2009;70%;Canada;3.5;Trinitario
Soma;Madagascar;Madagascar;387;2009;70%;Canada;3.75;Criollo
Soma;Ocumare;Venezuela;387;2009;70%;Canada;3.75;Criollo
Somerville;Nicaragua;Nicaragua;1367;2014;70%;U.S.A.;3.25;
Somerville;Hawaiian, Big Island;Hawaii;1395;2014;70%;U.S.A.;3.5;
Soul;Dominican Republic;Dominican Republic;1932;2017;70%;Canada;3.25;
Soul;Madagascar;Madagascar;1936;2017;70%;Canada;3.5;
Soul;Venezuela;Venezuela;1936;2017;75%;Canada;3.5;
Soul;Ecuador;Ecuador;1936;2017;75%;Canada;3.25;
Soul;Papua New Guinea;Papua New Guinea;1936;2017;77%;Canada;3.25;
Soul;Tanzania;Tanzania;1940;2017;80%;Canada;3.5;
